latitude,longitude,depth,status
0.8338200840200356,0.0928196619027023,0.0185864454346274,0
0.3514885280336079,0.9577185307910338,0.0207405036803623,1
0.6362040178811871,0.2099436263745117,0.0099754437359986,0
0.5534564011418107,0.3109230601269594,0.0869008640850791,1
0.6692666970156056,0.1634045364671491,0.0128166464153895,0
0.5537593608771342,0.0694304468694761,0.0047081559001394,0
0.5527214502432609,0.3107784197698358,0.0368651682627212,1
0.6519723548500027,0.1744757150044184,0.0269565003323404,0
0.836628830721172,0.0831447776821225,0.0622830555623938,0
0.5546547638282975,0.3110636261078253,0.0253563427783658,1
0.3649276942963322,0.8199358119060498,0.236404815243347,1
0.6846243873489793,0.1588472458856254,0.0085239161129395,0
0.845339850271988,0.0754655970317798,0.0133551611235567,0
0.847877282275004,0.0793258833363474,0.0070468476896186,0
0.6802404804222546,0.1725147392876083,0.0084315994190197,0
0.8200456455000809,0.075650888552012,0.094747790551685,0
0.6801684440135725,0.1725189062633257,0.0213559488934295,0
0.8283641676091991,0.0741032737705824,0.2295302922133871,0
0.6845211458249851,0.1587472298211284,0.0147091404749176,0
0.6654640444067431,0.1725547453102772,0.0094778562812338,0
0.6464955721171972,0.1788621581100598,0.0094778562812338,0
0.0160304572628857,0.4256979614876993,0.0207405036803623,1
0.8275340658156944,0.0760081372701809,0.153676669702863,0
0.6845031941271544,0.1588467796102655,0.0094932424996007,0
0.6635240029353153,0.1735710137390745,0.0124166071736294,1
0.6844471047021798,0.158844003152456,0.0094163119213341,0
0.6841127254379074,0.1590944777975755,0.007769995895676,0
0.6360222437658211,0.2098769547630338,0.0165145491248369,1
0.6648446726719448,0.171028710740491,0.0145091208980576,0
0.6449931248990144,0.1770013589896806,0.0198173358607616,0
0.6843965882649392,0.158944019216953,0.0077084512496458,0
0.8298574083050574,0.0763242718279383,0.1758326973732798,0
0.6952626559373148,0.1543723800709942,0.0419733623573105,0
0.690394023446619,0.1921696229507299,0.0002769503458802,1
0.6846086699826373,0.1588870700401669,0.008354668840753,0
0.814255130069478,0.07061857087734,0.1413677654415203,0
0.7682474282328864,0.0107155169563964,0.0592058294970581,1
0.6637360588480907,0.1635397139325889,0.0151861104270045,0
0.653103400298022,0.2757605448330001,0.0089855001107801,1
0.6366214251090645,0.2096936078314697,0.0124870756505255,0
0.8105583831529057,0.0682289492026214,0.173524777824278,0
0.3743981257068993,0.8602813041967281,0.1745048743260874,1
0.6843348744882857,0.1589213200847118,0.0102010045533212,0
0.7675183120590294,0.010594952458974,0.0399962457842002,1
0.6844964654507191,0.1587495611979277,0.0088777971397999,0
0.7017997962358687,0.1558331359933917,0.0444813032439747,0
0.6473573302095115,0.1770481349588983,0.0172478520962063,0
0.8355435719286907,0.0812457479485284,0.0232022845326309,0
0.8020143264932407,0.0630435646199315,0.0464353413259151,0
0.6769696703941805,0.1611242592126416,0.0194942264782737,0
0.6524514777562342,0.1697221224463037,0.0184171980010339,0
0.6525277791242527,0.1697082403056005,0.019894266512395,0
0.8214089513653255,0.0730876428890698,0.1402907363186529,0
0.6846423390468035,0.1587888978827596,0.0072776396445188,0
0.847638282975171,0.0850451964076225,0.1142881760665665,0
0.8471717294123984,0.0813877029212999,0.166447157874006,0
0.5453326690723663,0.3169733236696528,0.0306030132197631,1
0.6692566040009492,0.163491115323581,0.0163246844526859,0
0.7435674404409234,0.1659945334834556,0.0132628443415967,1
0.6846367146951244,0.1587935394420086,0.0070930060732619,0
0.6471508476059675,0.1774588176400861,0.014632209940671,0
0.6884634028114396,0.1671693428373715,0.0152014967627581,0
0.6844268929908911,0.1588051115486343,0.0082161936164562,0
0.6846546663929552,0.1587995586330153,0.0084931438816329,0
0.4307541606075294,0.2631645180350876,0.0207405036803623,1
0.6841037367480072,0.159087080974839,0.0090008860650265,0
0.5513951685006531,0.0684234192600395,0.05134351596103,0
0.8253743200301611,0.0753694787918993,0.1272125255409763,0
0.6846400790333455,0.1587926068912889,0.0071545505358753,0
0.6844897367742769,0.1587602007538337,0.0089701138337199,0
0.6869620832660095,0.167229902884464,0.0198173358607616,0
0.6501770567404535,0.1756072805955331,0.0303568351345363,0
0.6728045726288576,0.8796235720815961,0.0207405036803623,1
0.6844908410990332,0.1587606670291936,0.0087239359832668,0
0.847786395217321,0.0805254167461865,0.2050663449939686,0
0.8377127430387246,0.0817638419293875,0.0881317545112134,0
0.6720920733888822,0.1620822007433607,0.0117703898172957,0
0.6950920988851188,0.1522555515459897,0.0207405036803623,1
0.8488575160230516,0.0833839620882993,0.1396752911055857,0
0.6843517218613535,0.1588444694278159,0.0114472810217421,0
0.6524974740130338,0.1696980456606087,0.0140936953792373,0
0.67836664121448,0.16108490133346,0.0219252364198382,0
0.6695898532584963,0.1632864628296599,0.0146168237809976,0
0.8357744923789518,0.0823155495143667,0.0604367199231924,0
0.6464114120482577,0.1775532596445348,0.015878486497132,0
0.6517154070393709,0.1768254248301193,0.0164939317101991,0
0.8404709969300371,0.0815102120073906,0.0670527559636641,0
0.5153067269887435,0.2523826072655944,0.2373741414539277,1
0.6738492081724767,0.1606774826413792,0.0209866815308153,0
0.6845155471552755,0.1589754928036885,0.0084777577659797,0
0.6654528215730597,0.1651166995853859,0.0103548657098545,0
0.7435483653794366,0.1835972279055141,0.0302799044829029,1
0.7434720651334827,0.1836805674198614,0.031710814603284,1
0.7434855298827692,0.1836365826761874,0.0323878043376578,1
0.6845671422352966,0.1588338086775603,0.007816154242636,0
0.6843898595885038,0.1589041950624394,0.0099855985673409,0
0.669086282113427,0.1761483421131512,0.0098163511484207,0
0.669551715531346,0.1632998788433753,0.0139859926723775,0
0.6844549377033783,0.1588097319135614,0.0088931832554533,0
0.3780221629773253,0.8608488462894333,0.2553482189015533,1
0.7435921258146173,0.1660260172999775,0.0166785652741192,1
0.6845637778970821,0.1588365851353698,0.0079392431678625,0
0.6842428816676563,0.1589889300117815,0.0087085498676134,0
0.6842989710926307,0.1589893750927916,0.0070930060732619,0
0.517417999676846,0.2579805224443036,0.0207405036803623,1
0.6845671422352966,0.1588389165121691,0.0076161345557257,0
0.6845738965937078,0.1587893641581195,0.0070006893793421,0
0.6697615372355792,0.1634989784216774,0.023848502710673,0
0.6844437146819895,0.1588472458856254,0.0104933407507343,0
0.684293372422921,0.159153292075829,0.0083085103103762,0
0.657592772122583,0.1690183688623573,0.0192788212993279,1
0.6695113177907376,0.1632517465097551,0.0147860714200181,0
0.6513226780039856,0.1710185163732977,0.0227099283621771,0
0.6590570602412883,0.1730946072944855,0.0194942271239014,0
0.6697660315805327,0.1630748797883343,0.0169862877926126,0
0.8440869553508914,0.0808304393686976,0.0558208808251889,0
0.6844459746954475,0.1587810347846632,0.0080931045078127,0
0.6844369860055475,0.1588912241297341,0.0076161345557257,0
0.6590177929929445,0.1750424303691413,0.0071391644715787,0
0.8478745893251467,0.079541732678507,0.005354373353684,0
0.6903457747616739,0.1920848944444769,0.0075853622510524,1
0.0509048311520439,0.4202628361603486,0.0592058294970581,1
0.1812530295685893,0.2989707847776488,0.0966772112946505,1
0.7444224520206078,0.1840273523989974,0.0199250387730484,1
0.6846423390468035,0.1587935394420086,0.0072314812975588,0
0.6471531076641353,0.1774125080943503,0.0143244873341375,0
0.6776866596645392,0.160550147079714,0.0231715121545906,0
0.6367897344751441,0.210388103784364,0.0161595910982004,1
0.7210689664458447,0.1838213185996572,0.0155092193692917,1
0.6471688122744654,0.1774101948672304,0.0103394795795278,0
0.6656940629207735,0.231903125398467,0.005354373353684,1
